Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
178,"A. Boustany","Expanded niche for white sharks",2002,"Nature","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037011982&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037011982&origin=inward",58,"2020-10-09 21:34:25","Article","10.1038/415035b","0028-0836","https://api.elsevier.com/content/abstract/scopus_id/0037011982",415,6867,35,36,178,9.89,178,1,18,""
177,"S. Wainwright","Shark skin: Function in locomotion",1978,"Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0001349737&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0001349737&origin=inward",59,"2020-10-09 21:34:25","Article","10.1126/science.202.4369.747","0036-8075","https://api.elsevier.com/content/abstract/scopus_id/0001349737",202,4369,747,749,177,4.21,177,1,42,""
176,"A. Fisk","Using anthropogenic contaminants and stable isotopes to assess the feeding ecology of Greenland sharks",2002,"Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0038814756&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0038814756&origin=inward",60,"2020-10-09 21:34:25","Article","10.1890/0012-9658(2002)083[2162:UACASI]2.0.CO;2","0012-9658","https://api.elsevier.com/content/abstract/scopus_id/0038814756",83,8,2162,2172,176,9.78,176,1,18,""
173,"C.W. Speed","Complexities of coastal shark movements and their implications for management",2010,"Marine Ecology Progress Series","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77954102456&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77954102456&origin=inward",61,"2020-10-09 21:34:25","Review","10.3354/meps08581","0171-8630","https://api.elsevier.com/content/abstract/scopus_id/77954102456",408,,275,293,173,17.30,173,1,10,""
172,"L. Wen","Biomimetic shark skin: Design, fabrication and hydrodynamic function",2014,"Journal of Experimental Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84907699206&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84907699206&origin=inward",62,"2020-10-09 21:34:25","Article","10.1242/jeb.097097","0022-0949","https://api.elsevier.com/content/abstract/scopus_id/84907699206",217,10,1656,1666,172,28.67,172,1,6,""
171,"M. Barbuto","DNA barcoding reveals fraudulent substitutions in shark seafood products: The Italian case of ""palombo"" (Mustelus spp.)",2010,"Food Research International","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=72149105300&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=72149105300&origin=inward",63,"2020-10-09 21:34:25","Article","10.1016/j.foodres.2009.10.009","0963-9969","https://api.elsevier.com/content/abstract/scopus_id/72149105300",43,1,376,381,171,17.10,171,1,10,""
171,"N. Kohler","Shark tagging: A review of conventional methods and studies",2001,"Environmental Biology of Fishes","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0035115173&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0035115173&origin=inward",64,"2020-10-09 21:34:25","Review","10.1023/A:1007679303082","0378-1909","https://api.elsevier.com/content/abstract/scopus_id/0035115173",60,1,191,223,171,9.00,171,1,19,""
171,"T. Tricas","Predatory behavior of the white shark ( Carcharodon carcharias), with notes on its biology.",1984,"Proceedings - California Academy of Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0021544226&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0021544226&origin=inward",65,"2020-10-09 21:34:25","Article","","","https://api.elsevier.com/content/abstract/scopus_id/0021544226",43,14,221,238,171,4.75,171,1,36,""
168,"J. Kulski","Comparative genomic analysis of the MHC: The evolution of class I duplication blocks, diversity and complexity from shark to man",2002,"Immunological Reviews","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0036955166&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0036955166&origin=inward",66,"2020-10-09 21:34:25","Review","10.1034/j.1600-065X.2002.19008.x","0105-2896","https://api.elsevier.com/content/abstract/scopus_id/0036955166",190,,95,122,168,9.33,168,1,18,""
166,"R.E. Hueter","Evidence of philopatry in sharks and implications for the management of shark fisheries",2005,"Journal of Northwest Atlantic Fishery Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=24744435109&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=24744435109&origin=inward",67,"2020-10-09 21:34:25","Review","10.2960/j.v35.m493","0250-6408","https://api.elsevier.com/content/abstract/scopus_id/24744435109",35,,239,247,166,11.07,166,1,15,""
166,"J. Stevens","Distribution, size and sex composition, reproductive biology and diet of sharks from northern australia",1991,"Marine and Freshwater Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0026306794&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0026306794&origin=inward",68,"2020-10-09 21:34:25","Article","10.1071/MF9910151","1323-1650","https://api.elsevier.com/content/abstract/scopus_id/0026306794",42,2,151,199,166,5.72,166,1,29,""
163,"G. Nilsson","Hypoxic survival strategies in two fishes: Extreme anoxia tolerance in the North European crucian carp and natural hypoxic preconditioning in a coral-reef shark",2004,"Journal of Experimental Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=4644324293&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=4644324293&origin=inward",69,"2020-10-09 21:34:25","Review","10.1242/jeb.00979","0022-0949","https://api.elsevier.com/content/abstract/scopus_id/4644324293",207,18,3131,3139,163,10.19,163,1,16,""
163,"D.W. Sims","Hunt warm, rest cool: Bioenergetic strategy underlying diel vertical migration of a benthic shark",2006,"Journal of Animal Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33645103299&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33645103299&origin=inward",70,"2020-10-09 21:34:25","Article","10.1111/j.1365-2656.2005.01033.x","0021-8790","https://api.elsevier.com/content/abstract/scopus_id/33645103299",75,1,176,190,163,11.64,163,1,14,""
162,"M. Fossi","Large filter feeding marine organisms as indicators of microplastic in the pelagic environment: The case studies of the Mediterranean basking shark (Cetorhinus maximus) and fin whale (Balaenoptera physalus)",2014,"Marine Environmental Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84906938564&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84906938564&origin=inward",71,"2020-10-09 21:34:25","Article","10.1016/j.marenvres.2014.02.002","0141-1136","https://api.elsevier.com/content/abstract/scopus_id/84906938564",100,,17,24,162,27.00,162,1,6,""
161,"M. Heupel","Estimation of mortality of juvenile blacktip sharks, Carcharhinus limbatus, within a nursery area using telemetry data",2002,"Canadian Journal of Fisheries and Aquatic Sciences","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0036385911&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0036385911&origin=inward",72,"2020-10-09 21:34:25","Article","10.1139/f02-036","0706-652X","https://api.elsevier.com/content/abstract/scopus_id/0036385911",59,4,624,632,161,8.94,161,1,18,""
161,"A. Klimley","Highly directional swimming by scalloped hammerhead sharks, Sphyrna lewini, and subsurface irradiance, temperature, bathymetry, and geomagnetic field",1993,"Marine Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0027798615&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0027798615&origin=inward",73,"2020-10-09 21:34:25","Article","10.1007/BF00346421","0025-3162","https://api.elsevier.com/content/abstract/scopus_id/0027798615",117,1,1,22,161,5.96,161,1,27,""
160,"S. Corsolini","Congener profile and toxicity assessment of polychlorinated biphenyls in dolphins, sharks and tuna collected from Italian coastal waters",1995,"Marine Environmental Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0028975504&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0028975504&origin=inward",74,"2020-10-09 21:34:25","Article","10.1016/0141-1136(94)00003-8","0141-1136","https://api.elsevier.com/content/abstract/scopus_id/0028975504",40,1,33,53,160,6.40,160,1,25,""
159,"V. García","The importance of habitat and life history to extinction risk in sharks, skates, rays and chimaeras",2008,"Proceedings of the Royal Society B: Biological Sciences","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=36348985085&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=36348985085&origin=inward",75,"2020-10-09 21:34:25","Article","10.1098/rspb.2007.1295","0962-8452","https://api.elsevier.com/content/abstract/scopus_id/36348985085",275,1630,83,89,159,13.25,159,1,12,""
159,"S.C. Clarke","Identification of shark species composition and proportion in the Hong Kong shark fin market based on molecular genetics and trade records",2006,"Conservation Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33645036512&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33645036512&origin=inward",76,"2020-10-09 21:34:25","Article","10.1111/j.1523-1739.2005.00247.x","0888-8892","https://api.elsevier.com/content/abstract/scopus_id/33645036512",20,1,201,211,159,11.36,159,1,14,""
158,"J. Cannon","Isolation, Crystal Structure and Synthesis of Arsenobetaine, a Constituent of the Western Rock Lobster, the Dusky Shark, and Some Samples of Human Urine",1981,"Australian Journal of Chemistry","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84970586811&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84970586811&origin=inward",77,"2020-10-09 21:34:25","Article","10.1071/CH9810787","0004-9425","https://api.elsevier.com/content/abstract/scopus_id/84970586811",34,4,787,798,158,4.05,158,1,39,""
158,"K. Weng","Satellite tagging and cardiac physiology reveal niche expansion in salmon sharks",2005,"Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=26444449978&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=26444449978&origin=inward",78,"2020-10-09 21:34:25","Article","10.1126/science.1114616","0036-8075","https://api.elsevier.com/content/abstract/scopus_id/26444449978",310,5745,104,106,158,10.53,158,1,15,""
158,"K.H. Roux","Structural analysis of the nurse shark (new) antigen receptor (NAR): Molecular convergence of NAR and unusual mammalian immunoglobulins",1998,"Proceedings of the National Academy of Sciences of the United States of America","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0032578554&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0032578554&origin=inward",79,"2020-10-09 21:34:25","Article","10.1073/pnas.95.20.11804","0027-8424","https://api.elsevier.com/content/abstract/scopus_id/0032578554",95,20,11804,11809,158,7.18,158,1,22,""
157,"D. Sims","Seasonal movements and behaviour of basking sharks from archival tagging: No evidence of winter hibernation",2003,"Marine Ecology Progress Series","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037455754&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037455754&origin=inward",80,"2020-10-09 21:34:25","Article","10.3354/meps248187","0171-8630","https://api.elsevier.com/content/abstract/scopus_id/0037455754",248,,187,196,157,9.24,157,1,17,""
156,"S. Weigmann","Annotated checklist of the living sharks, batoids and chimaeras (Chondrichthyes) of the world, with a focus on biogeographical diversity",2016,"Journal of Fish Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84960121629&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84960121629&origin=inward",81,"2020-10-09 21:34:25","Article","10.1111/jfb.12874","0022-1112","https://api.elsevier.com/content/abstract/scopus_id/84960121629",88,3,837,1037,156,39.00,156,1,4,""
156,"D. Papineau","Composition and structure of microbial communities from stromatolites of Hamelin Pool in Shark Bay, Western Australia",2005,"Applied and Environmental Microbiology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=23744506517&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=23744506517&origin=inward",82,"2020-10-09 21:34:25","Article","10.1128/AEM.71.8.4822-4832.2005","0099-2240","https://api.elsevier.com/content/abstract/scopus_id/23744506517",71,8,4822,4832,156,10.40,156,1,15,""
154,"K. Holland","Movements of tiger sharks (Galeocerdo cuvier) in coastal Hawaiian waters",1999,"Marine Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0032872079&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0032872079&origin=inward",83,"2020-10-09 21:34:25","Article","10.1007/s002270050582","0025-3162","https://api.elsevier.com/content/abstract/scopus_id/0032872079",134,4,665,673,154,7.33,154,1,21,""
153,"K. Duncan","Global phylogeography of the scalloped hammerhead shark (Sphyrna lewini)",2006,"Molecular Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33744470357&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33744470357&origin=inward",84,"2020-10-09 21:34:25","Article","10.1111/j.1365-294X.2006.02933.x","0962-1083","https://api.elsevier.com/content/abstract/scopus_id/33744470357",15,8,2239,2251,153,10.93,153,1,14,""
153,"S. Eckert","Telemetry and satellite tracking of whale sharks, Rhincodon typus, in the Sea of Cortez, Mexico, and the north Pacific Ocean",2001,"Environmental Biology of Fishes","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0035115551&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0035115551&origin=inward",85,"2020-10-09 21:34:25","Article","10.1023/A:1007674716437","0378-1909","https://api.elsevier.com/content/abstract/scopus_id/0035115551",60,1,299,308,153,8.05,153,1,19,""
153,"J.R. Ellis","The comparative feeding ecology of six species of shark and four species of ray (elasmobranchii) in the north-east Atlantic",1996,"Journal of the Marine Biological Association of the United Kingdom","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0029668466&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0029668466&origin=inward",86,"2020-10-09 21:34:25","Article","10.1017/s0025315400029039","0025-3154","https://api.elsevier.com/content/abstract/scopus_id/0029668466",76,1,89,106,153,6.38,153,1,24,""
152,"A. Gallagher","Global shark currency: The distribution frequency and economic value of shark ecotourism",2011,"Current Issues in Tourism","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80053548638&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80053548638&origin=inward",87,"2020-10-09 21:34:25","Article","10.1080/13683500.2011.585227","1368-3500","https://api.elsevier.com/content/abstract/scopus_id/80053548638",14,8,797,812,152,16.89,152,1,9,""
151,"B. Burns","Microbial diversity of extant stromatolites in the hypersaline marine environment of Shark Bay, Australia",2004,"Environmental Microbiology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=4644335422&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=4644335422&origin=inward",88,"2020-10-09 21:34:25","Article","10.1111/j.1462-2920.2004.00651.x","1462-2912","https://api.elsevier.com/content/abstract/scopus_id/4644335422",6,10,1096,1101,151,9.44,151,1,16,""
150,"E. Gilman","Shark interactions in pelagic longline fisheries",2008,"Marine Policy","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=38849200413&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=38849200413&origin=inward",89,"2020-10-09 21:34:25","Article","10.1016/j.marpol.2007.05.001","0308-597X","https://api.elsevier.com/content/abstract/scopus_id/38849200413",32,1,1,18,150,12.50,150,1,12,""
149,"C. Simpfendorfer","The importance of research and public opinion to conservation management of sharks and rays: A synthesis",2011,"Marine and Freshwater Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79959785987&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79959785987&origin=inward",90,"2020-10-09 21:34:25","Conference Paper","10.1071/MF11086","1323-1650","https://api.elsevier.com/content/abstract/scopus_id/79959785987",62,6,518,527,149,16.56,149,1,9,""
149,"C. Igel","Shark",2008,"Journal of Machine Learning Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=46249090365&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=46249090365&origin=inward",91,"2020-10-09 21:34:25","Article","","1532-4435","https://api.elsevier.com/content/abstract/scopus_id/46249090365",9,,993,996,149,12.42,149,1,12,""
149,"D. Sims","Habitat-specific normal and reverse diel vertical migration in the plankton-feeding basking shark",2005,"Journal of Animal Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=26444616078&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=26444616078&origin=inward",92,"2020-10-09 21:34:25","Article","10.1111/j.1365-2656.2005.00971.x","0021-8790","https://api.elsevier.com/content/abstract/scopus_id/26444616078",74,4,755,761,149,9.93,149,1,15,""
148,"D. Keeney","Microsatellite and mitochondrial DNA analyses of the genetic structure of blacktip shark (Carcharhinus limbatus) nurseries in the northwestern Atlantic, Gulf of Mexico, and Caribbean Sea",2005,"Molecular Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=20144363323&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=20144363323&origin=inward",93,"2020-10-09 21:34:25","Article","10.1111/j.1365-294X.2005.02549.x","0962-1083","https://api.elsevier.com/content/abstract/scopus_id/20144363323",14,7,1911,1923,148,9.87,148,1,15,""
148,"K. Kitagawa","A proteolipid protein gene family: Expression in sharks and rays and possible evolution from an ancestral gene encoding a pore-forming polypeptide",1993,"Neuron","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0027424792&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0027424792&origin=inward",94,"2020-10-09 21:34:25","Article","10.1016/0896-6273(93)90148-K","0896-6273","https://api.elsevier.com/content/abstract/scopus_id/0027424792",11,3,433,448,148,5.48,148,1,27,""
147,"C. Simpfendorfer","Size, sex and geographic variation in the diet of the tiger shark, Galeocerdo cuvier, from Western Australian waters",2001,"Environmental Biology of Fishes","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0035058744&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0035058744&origin=inward",95,"2020-10-09 21:34:25","Article","10.1023/A:1011021710183","0378-1909","https://api.elsevier.com/content/abstract/scopus_id/0035058744",61,1,37,46,147,7.74,147,1,19,""
147,"J.I. Castro","Biology of the blacktip shark, Carcharhinus limbatus, off the southeastern United States",1996,"Bulletin of Marine Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0030302470&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0030302470&origin=inward",96,"2020-10-09 21:34:25","Article","","0007-4977","https://api.elsevier.com/content/abstract/scopus_id/0030302470",59,3,508,522,147,6.13,147,1,24,""
146,"G. Bixler","Fluid drag reduction with shark-skin riblet inspired microstructured surfaces",2013,"Advanced Functional Materials","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84884895525&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84884895525&origin=inward",97,"2020-10-09 21:34:25","Article","10.1002/adfm.201203683","1616-301X","https://api.elsevier.com/content/abstract/scopus_id/84884895525",23,36,4507,4528,146,20.86,146,1,7,""
146,"B. Holmes","Identification of shark and ray fins using DNA barcoding",2009,"Fisheries Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=56949103686&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=56949103686&origin=inward",98,"2020-10-09 21:34:25","Article","10.1016/j.fishres.2008.09.036","0165-7836","https://api.elsevier.com/content/abstract/scopus_id/56949103686",95,2,280,288,146,13.27,146,1,11,""
145,"A.M. Van Tienhoven","A computer-aided program for pattern-matching of natural marks on the spotted raggedtooth shark Carcharias taurus",2007,"Journal of Applied Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33846486670&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33846486670&origin=inward",99,"2020-10-09 21:34:25","Article","10.1111/j.1365-2664.2006.01273.x","0021-8901","https://api.elsevier.com/content/abstract/scopus_id/33846486670",44,2,273,280,145,11.15,145,1,13,""
144,"K.C. Weng","Migration and habitat of white sharks (Carcharodon carcharias) in the eastern Pacific Ocean",2007,"Marine Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34548142563&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=34548142563&origin=inward",100,"2020-10-09 21:34:25","Article","10.1007/s00227-007-0739-4","0025-3162","https://api.elsevier.com/content/abstract/scopus_id/34548142563",152,4,877,894,144,11.08,144,1,13,""
144,"M. Minami","Modeling shark bycatch: The zero-inflated negative binomial regression model with smoothing",2007,"Fisheries Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33847057703&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33847057703&origin=inward",101,"2020-10-09 21:34:25","Article","10.1016/j.fishres.2006.10.019","0165-7836","https://api.elsevier.com/content/abstract/scopus_id/33847057703",84,2,210,221,144,11.08,144,1,13,""
144,"M. Heithaus","The biology of tiger sharks, Galeocerdo cuvier, in Shark Bay, Western Australia: Sex ratio, size distribution, diet, and seasonal changes in catch rates",2001,"Environmental Biology of Fishes","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0035061491&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0035061491&origin=inward",102,"2020-10-09 21:34:25","Article","10.1023/A:1011021210685","0378-1909","https://api.elsevier.com/content/abstract/scopus_id/0035061491",61,1,25,36,144,7.58,144,1,19,""
143,"S. Nadanaka","Characteristic hexasaccharide sequences in octasaccharides derived from shark cartilage chondroitin sulfate D with a neurite outgrowth promoting activity",1998,"Journal of Biological Chemistry","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0032488902&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0032488902&origin=inward",103,"2020-10-09 21:34:25","Article","10.1074/jbc.273.6.3296","0021-9258","https://api.elsevier.com/content/abstract/scopus_id/0032488902",273,6,3296,3307,143,6.50,143,1,22,""
143,"A. Economakis","Aggregation behavior of the grey reef shark, Carcharhinus amblyrhynchos, at Johnston Atoll, Central Pacific Ocean",1998,"Environmental Biology of Fishes","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0031950967&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0031950967&origin=inward",104,"2020-10-09 21:34:25","Article","10.1023/A:1007416813214","0378-1909","https://api.elsevier.com/content/abstract/scopus_id/0031950967",51,2,129,139,143,6.50,143,1,22,""
142,"S. Cho","Processing optimization and functional properties of gelatin from shark (Isurus oxyrinchus) cartilage",2004,"Food Hydrocolloids","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=2142732464&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=2142732464&origin=inward",105,"2020-10-09 21:34:25","Article","10.1016/j.foodhyd.2003.10.001","0268-005X","https://api.elsevier.com/content/abstract/scopus_id/2142732464",18,4,573,579,142,8.88,142,1,16,""
142,"R. Chen","Patterns of mangrove forest structure and soil nutrient dynamics along the Shark River estuary, Florida",1999,"Estuaries","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0033368096&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033368096&origin=inward",106,"2020-10-09 21:34:25","Article","10.2307/1353075","0160-8347","https://api.elsevier.com/content/abstract/scopus_id/0033368096",22,4,955,970,142,6.76,142,1,21,""
141,"J. Oeffner","The hydrodynamic function of shark skin and two biomimetic applications",2012,"Journal of Experimental Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84857612961&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84857612961&origin=inward",107,"2020-10-09 21:34:25","Article","10.1242/jeb.063040","0022-0949","https://api.elsevier.com/content/abstract/scopus_id/84857612961",215,5,785,795,141,17.63,141,1,8,""
140,"N. Kohler","Length-weight relationships for 13 species of sharks from the western North Atlantic",1995,"Fishery Bulletin","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0028993175&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0028993175&origin=inward",108,"2020-10-09 21:34:25","Article","","0090-0656","https://api.elsevier.com/content/abstract/scopus_id/0028993175",93,2,412,418,140,5.60,140,1,25,""
139,"S. Gruber","Patterns of activity and space utilization of lemon sharks, Negaprion brevirostris, in a shallow Bahamian lagoon",1988,"Bulletin of Marine Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0024248583&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0024248583&origin=inward",109,"2020-10-09 21:34:25","Article","","0007-4977","https://api.elsevier.com/content/abstract/scopus_id/0024248583",43,1,61,76,139,4.34,139,1,32,""
136,"C.L. Dudgeon","A review of the application of molecular genetics for fisheries management and conservation of sharks and rays",2012,"Journal of Fish Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84859738253&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84859738253&origin=inward",110,"2020-10-09 21:34:25","Review","10.1111/j.1095-8649.2012.03265.x","0022-1112","https://api.elsevier.com/content/abstract/scopus_id/84859738253",80,5,1789,1843,136,17.00,136,1,8,""
136,"D. Davis","Whale sharks in Ningaloo Marine Park: Managing tourism in an Australian marine protected area",1997,"Tourism Management","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0031431919&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0031431919&origin=inward",111,"2020-10-09 21:34:25","Article","10.1016/S0261-5177(97)00015-0","0261-5177","https://api.elsevier.com/content/abstract/scopus_id/0031431919",18,5,259,271,136,5.91,136,1,23,""
136,"J. Colman","A review of the biology and ecology of the whale shark",1997,"Journal of Fish Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0031426363&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0031426363&origin=inward",112,"2020-10-09 21:34:25","Article","10.1006/jfbi.1997.0526","0022-1112","https://api.elsevier.com/content/abstract/scopus_id/0031426363",51,6,1219,1234,136,5.91,136,1,23,""
